HSK Level,Word,Pronunciation,Definition
5,?,jia3,"first of the ten heavenly stems ???|???[shi2 tian1 gan1]; (used for an unspecified person or thing); first (in a list, as a party to a contract etc); armor plating; shell or carapace; (of the fingers or toes) nail; bladed leather or metal armor (old); ranking system used in the Imperial examinations (old); civil administration unit (old)"
5,??,jia3 ru2,if
6,??,jia3 she4,suppose that...; hypothesis; conjecture
6,??,jia3 shi3,if; in case; suppose; given ...
5,??,jia3 zhuang1,to feign; to pretend
5,?,jia4,(of a woman) to marry; to marry off a daughter; to shift (blame etc)
4,??,jia4 ge2,price; CL:?|?[ge4]
5,??,jia4 shi3,"to pilot (ship, airplane etc); to drive"
5,??,jia4 zhi2,"value; worth; fig. values (ethical, cultural etc); CL:?|?[ge4]"
5,?,jian1,to pan fry; to sauté
5,??,jian1 bang3,shoulder
4,??,jian1 chi2,to continue upholding; to remain committed to; persistence; to persist; to uphold; to insist on; persevere
6,??,jian1 ding4,firm; steady; staunch; resolute
6,??,jian1 du1,to control; to supervise; to inspect
6,??,jian1 duan1,sharp pointed end; the tip; the cusp; tip-top; most advanced and sophisticated; highest peak; the best
6,??,jian1 gu4,firm; firmly; hard; stable
5,??,jian1 ju4,arduous; terrible (task); very difficult; formidable
5,??,jian1 jue2,firm; resolute; determined
5,??,jian1 ku3,difficult; hard; arduous
6,??,jian1 nan2,difficult; hard; challenging
5,??,jian1 qiang2,staunch; strong
6,??,jian1 ren4,tough and durable; tenacious
5,??,jian1 rui4,sharp; intense; penetrating; pointed; acute (illness)
6,??,jian1 shi2,firm and substantial; solid
6,??,jian1 shi4,to monitor; to oversee; to keep a close watch over; to spy on
6,??,jian1 ying4,hard; solid
6,??,jian1 yu4,prison
6,??,jian1 zhi2,to hold concurrent posts; part-time; concurrent job; moonlighting
5,?,jian3,to pick up; to collect; to gather
6,?,jian3,to choose; to pick; to sort out; to pick up
6,??,jian3 cai3,to cut the ribbon (at a launching or opening ceremony)
3,??,jian3 cha2,inspection; to examine; to inspect; CL:?[ci4]
3,??,jian3 dan1,simple; not complicated
5,??,jian3 dao1,scissors; CL:?[ba3]
4,??,jian3 fei2,to lose weight
6,??,jian3 hua4,simplify
5,??,jian3 li4,Curriculum Vitae (CV); résumé (resume); biographical notes
6,??,jian3 lou4,simple and crude (of a room or building)
4,??,jian3 shao3,to lessen; to decrease; to reduce; to lower
6,??,jian3 tao3,to examine or inspect; self-criticism; review
6,???,jian3 ti3 zi4,"simplified Chinese character, as opposed to traditional Chinese character ???|???[fan2 ti3 zi4]"
6,??,jian3 yan4,to inspect; to examine; to test
6,??,jian3 yao4,concise; brief
5,??,jian3 zhi2,simply; at all; practically
6,?,jian4,splash
2,?,jian4,"item; component; classifier for events, things, clothes etc"
6,??,jian4 bie2,to differentiate; to distinguish
6,??,jian4 die2,spy
6,??,jian4 ding4,to appraise; to identify; to evaluate
6,????,jian4 duo1 shi2 guang3,experienced and knowledgeable (idiom)
6,??,jian4 ge2,compartment; gap; interval; to divide
6,??,jian4 jie1,indirect
6,??,jian4 jie3,opinion; view; understanding
3,??,jian4 kang1,health; healthy
5,??,jian4 li4,to build; to establish; to set up; to found
3,??,jian4 mian4,to meet; to see sb; CL:?[ci4]
5,??,jian4 pan2,keyboard
6,??,jian4 quan2,robust; strong
5,??,jian4 she4,to build; to construct; construction; constructive
5,???,jian4 shen1 fang2,gym; gymnasium
6,??,jian4 ta4,to trample
6,??,jian4 ting3,warship; naval vessel
6,??,jian4 wen2,what one sees and hears; knowledge; information
5,??,jian4 yi4,"to propose; to suggest; to recommend; proposal; suggestion; recommendation; CL:?|?[ge4],?|?[dian3]"
6,????,jian4 yi4 yong3 wei2,"to see what is right and act courageously (idiom, from Analects); to stand up bravely for the truth; acting heroically in a just cause"
6,??,jian4 yu2,in view of; seeing that; considering; whereas
5,??,jian4 zhu4,building; to construct; Taiwan pr. jian4 zhu2; CL:?|?[ge4]
6,??,jiang1 jin4,almost; nearly; close to
6,??,jiang1 jun1,(Military) admiral; (chess) to check; to embarrass
4,??,jiang1 lai2,in the future; future; the future; CL:?|?[ge4]
6,??,jiang1 ying4,stark; stiff
6,?,jiang3,oar; paddle
3,?,jiang3,to speak; to explain; to negotiate; to emphasise; to be particular about; as far as sth is concerned; speech; lecture
4,??,jiang3 jin1,premium; award money; a bonus
5,??,jiang3 jiu5,to pay particular attention to; exquisite; aesthetic
6,??,jiang3 li4,reward (as encouragement)
6,??,jiang3 shang3,reward; prize; an award
5,??,jiang3 zuo4,a course of lectures; CL:?|?[ge4]
4,??,jiang4 di1,to reduce; to lower; to bring down
6,??,jiang4 lin2,to descend to
5,??,jiang4 luo4,to descend; to land
5,??,jiang4 you2,soy sauce
4,?,jiao1,to hand over; to deliver; to pay (money); to turn over; to make friends; to intersect (lines)
5,?,jiao1,to pour liquid; to irrigate (using waterwheel); to water; to cast (molten metal); to mold
3,?,jiao1,to teach
4,??,jiao1 ao4,arrogant; full of oneself; conceited; proud of sth; CL:?|?[ge4]
6,??,jiao1 cha1,to cross; to intersect
6,??,jiao1 dai4,to hand over; to explain; to make clear; to brief (sb); to account for; to justify oneself; to confess; to finish (colloquial)
6,??,jiao1 dian3,focus; focal point
5,??,jiao1 huan4,to exchange; to swap; to switch (telecom); commutative (math); to commute
6,??,jiao1 ji2,anxiety; anxious
5,??,jiao1 ji4,communication; social intercourse
4,??,jiao1 liu2,exchange; give-and-take; to exchange; to alternate; communication; alternating current (electricity)
6,??,jiao1 qi4,delicate; squeamish; finicky
5,??,jiao1 qu1,suburban district; outskirts; suburbs; CL:?|?[ge4]
6,??,jiao1 she4,to negotiate; relating to
5,??,jiao1 shui3,glue
4,??,jiao1 tong1,to be connected; traffic; communications; liaison
6,??,jiao1 wang3,to associate; to contact; association; contact
6,??,jiao1 yi4,(business) transaction; business deal; CL:?|?[bi3]
3,?,jiao3,"foot; leg; base; kick; CL:?|?[shuang1],?|?[zhi1]"
3,?,jiao3,angle; corner; horn; horn-shaped; unit of money equal to 0.1 yuan; CL:?|?[ge4]
6,??,jiao3 ban4,to stir; to agitate
5,??,jiao3 du4,angle; point of view
5,??,jiao3 hua2,crafty; cunning; sly
6,??,jiao3 luo4,nook; corner
6,??,jiao3 na4,to pay (taxes etc)
4,??,jiao3 zi5,"dumpling; pot-sticker; CL:?|?[ge4],?|?[zhi1]"
1,?,jiao4,to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood)
5,??,jiao4 cai2,teaching material; CL:?[ben3]
5,??,jiao4 lian4,"instructor; sports coach; trainer; CL:?|?[ge4],?[wei4],?[ming2]"
6,??,jiao4 liang4,to have a contest with sb; to cross swords; to measure up against; to compete with; to haggle; to quibble
2,??,jiao4 shi4,classroom; CL:?|?[jian1]
4,??,jiao4 shou4,"professor; to instruct; to lecture on; CL:?|?[ge4],?[wei4]"
5,??,jiao4 xun5,a lesson; a moral; to chide sb; to lecture sb
6,??,jiao4 yang3,to train; to educate; to bring up; to nurture; education; culture; upbringing; early conditioning
4,??,jiao4 yu4,to educate; to teach; education
6,?,jie1,all; each and every; in all cases
3,?,jie1,to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; take over for sb
6,??,jie1 ceng2,hierarchy; stratum
5,??,jie1 chu4,to touch; to contact; access; in touch with
5,??,jie1 dai4,to receive (a visitor); to admit (allow sb to enter)
3,??,jie1 dao4,street; CL:?|?[tiao2]
5,??,jie1 duan4,stage; section; phase; period; CL:?|?[ge4]
6,??,jie1 fa1,to expose; to bring to light; to disclose; revelation
5,??,jie1 jin4,near; close to
6,??,jie1 lian2,on end; in a row; in succession
6,??,jie1 lu4,to expose; to unmask; to ferret out; to disclose; disclosure
5,??,jie1 shi5,rugged; sturdy
4,??,jie1 shou4,to accept; to receive
5,??,jie1 zhe5,to catch and hold on; to continue; to go on to do sth; to follow; to carry on; then; after that; subsequently; to proceed; to ensue; in turn; in one's turn
5,?,jie2,"festival; holiday; node; joint; section; segment; part; to economize; to save; to abridge; moral integrity; classifier for segments, e.g. lessons, train wagons, biblical verses; CL:?|?[ge4]"
6,??,jie2 chu1,outstanding; distinguished; remarkable; prominent; illustrious
5,??,jie2 gou4,"structure; composition; makeup; architecture; CL:?[zuo4],?|?[ge4]"
6,??,jie2 guo3,result; outcome; effect; in the event; so that
5,??,jie2 he2,to combine; to link; to integrate; binding; CL:?[ci4]
3,??,jie2 hun1,to marry; to get married; CL:?[ci4]
6,????,jie2 jin4 quan2 li4,to spare no effort (idiom); to do one's utmost
6,??,jie2 jing1,crystallization; crystalline; crystal
6,??,jie2 ju2,conclusion; ending
5,??,jie2 lun4,conclusion; verdict; CL:?|?[ge4]; to conclude; to reach a verdict
3,??,jie2 mu4,"program; item (on a program); CL:?|?[tai2],?|?[ge4],?[tao4]"
3,??,jie2 ri4,holiday; festival; CL:?|?[ge4]
5,??,jie2 sheng3,saving; to save; to use sparingly; to cut down on
3,??,jie2 shu4,termination; to finish; to end; to conclude; to close
6,??,jie2 suan4,to settle a bill; to close an account
4,??,jie2 yue1,to economize; to conserve (resources); economy; frugal
5,??,jie2 zhang4,to pay the bill; to settle accounts; also written ??|??
6,??,jie2 zhi4,up to (a time); by (a time)
6,??,jie2 zou4,rhythm; tempo; musical pulse; cadence; beat
6,??,jie3 chu2,to remove; to sack; to get rid of; to relieve (sb of their duties); to free; to lift (an embargo); to rescind (an agreement)
5,??,jie3 fang4,to liberate; to emancipate; liberation; refers to the Communists' victory over the Nationalists in 1949; CL:?[ci4]
6,??,jie3 gu4,to fire; to sack; to dismiss
2,??,jie3 jie5,older sister; CL:?|?[ge4]
3,??,jie3 jue2,to settle (a dispute); to resolve; to solve
6,??,jie3 pou1,to dissect (an animal); to analyze; anatomy
6,??,jie3 san4,dissolve; disband
4,??,jie3 shi4,explanation; to explain; to interpret; to resolve; CL:?|?[ge4]
5,???,jie3 shuo1 yuan2,commentator
6,??,jie3 ti3,to break up into components; to disintegrate; to collapse; to crumble
3,?,jie4,to lend; to borrow; excuse; pretext; by means of; to seize (an opportunity); to take (an opportunity)
5,?,jie4,"to arrive at (place or time); period; to become due; classifier for events, meetings, elections, sporting fixtures etc"
6,??,jie4 bei4,to take precautions; to guard against (emergency)
6,??,jie4 jian4,to use other people's experience; to borrow from a source; to use as reference
5,??,jie4 kou3,to use as an excuse; on the pretext
2,??,jie4 shao4,to present; to introduce; to recommend; to suggest; to let know; to brief
6,??,jie4 xian4,boundary; marginal
5,??,jie4 yan1,to give up smoking
5,??,jie4 zhi5,(finger) ring
6,??,jie4 zhu4,to draw support from; with the help of
6,????,jin1 jin1 you3 wei4,with keen interest pleasure (idiom); with gusto; to relish; eagerly; with great interest
6,??,jin1 rong2,banking; finance; financial
5,??,jin1 shu3,metal; CL:?|?[zhong3]
1,??,jin1 tian1,today; at the present; now
5,?,jin3,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten
4,??,jin3 guan3,"despite; although; even though; in spite of; unhesitatingly; do not hesitate (to ask, complain etc); (go ahead and do it) without hesitating"
5,??,jin3 ji2,urgent; emergency
6,??,jin3 kuai4,as quickly as possible; as soon as possible; with all speed; also written ??|??
6,??,jin3 liang4,as much as possible; to the greatest extent
6,??,jin3 mi4,inseparably close
6,??,jin3 po4,pressing; urgent
5,??,jin3 shen4,cautious; prudent
6,????,jin3 xiu4 qian2 cheng2,a bright future; a rosy future; brilliant prospects
4,??,jin3 zhang1,nervous; keyed up; intense; tense; strained; in short supply; scarce; CL:?|?[zhen4]
3,?,jin4,near; close to; approximately
2,?,jin4,"to advance; to enter; to come (or go) into; to receive or admit; to eat or drink; to submit or present; (used after a verb) into, in; to score a goal"
5,??,jin4 bu4,progress; improvement; to improve; to progress; CL:?|?[ge4]
5,??,jin4 dai4,modern times
6,??,jin4 er2,and then (what follows next)
6,??,jin4 gong1,to attack; to assault; to go on the offensive; attack; assault; offense (sports)
6,??,jin4 hua4,evolution; CL:?|?[ge4]
5,??,jin4 kou3,to import; imported
6,??,jin4 lai2,recently; lately
5,??,jin4 li4,to strive one's hardest; to spare no effort
5,??,jin4 liang4,to the full
6,??,jin4 pao4,to steep; to soak; to immerse
6,??,jin4 sheng1,to promote to a higher position
6,??,jin4 shi4,shortsighted; nearsighted; myopia
6,??,jin4 tou2,enthusiasm; zeal; vigor; strength
4,??,jin4 xing2,to advance; to conduct; underway; in progress; to do; to carry out; to carry on; to execute
6,??,jin4 zhan3,to make headway; to make progress
4,??,jin4 zhi3,to prohibit; to forbid; to ban
6,?,jing1,stalk; stem; CL:?|?[tiao2]
4,??,jing1 cai3,brilliant; splendid
3,??,jing1 chang2,day to day; everyday; daily; frequently; constantly; regularly; often
6,????,jing1 da3 xi4 suan4,(saying) meticulous planning and careful accounting
5,??,jing1 dian3,the classics; scriptures; classical
6,??,jing1 dong4,alarm; alert; disturb
6,??,jing1 fei4,funds; expenditure; CL:?|?[bi3]
3,??,jing1 guo4,to pass; to go through; process; course; CL:?|?[ge4]
6,??,jing1 hua2,best feature; most important part of an object; quintessence; essence; soul
4,??,jing1 ji4,economy; economic
6,??,jing1 jian3,to simplify; to reduce
6,????,jing1 jing1 ye4 ye4,cautious and conscientious
4,??,Jing1 ju4,"Beijing opera; CL:?|?[chang3],?[chu1]"
3,??,jing1 li3,"manager; director; CL:?|?[ge4],?[wei4],?[ming2]"
5,??,jing1 li4,energy
4,??,jing1 li4,"experience; CL:?|?[ge4],?[ci4]; to experience; to go through"
6,??,jing1 mi4,accuracy; exact; precise; refined
6,??,jing1 qi2,to be amazed; to be surprised; to wonder
6,??,jing1 que4,accurate; precise
6,??,jing1 shang1,to trade; to carry out commercial activities; in business
4,??,jing1 shen2,spirit; mind; consciousness; thought; mental; psychological; essence; gist; CL:?|?[ge4]
6,??,jing1 tong1,proficient
6,??,jing1 wei3,warp and woof; longitude and latitude; main points
6,??,jing1 xin1,with utmost care; fine; meticulous; detailed
6,??,jing1 ya4,amazed; astonished; to surprise; amazing; astonishment; awe
4,??,jing1 yan4,to experience; experience
6,????,jing1 yi4 qiu2 jing1,to perfect sth that is already outstanding (idiom); constantly improving
5,??,jing1 ying2,to engage in (business etc); to run; to operate
6,??,jing1 zhi4,delicate; fine; exquisite; refined
6,?,jing3,warn; well; surname Jing; CL:?[kou3]
4,??,jing3 cha2,police; policeman; policewoman; CL:?|?[ge4]
6,??,jing3 gao4,to warn; to admonish
5,??,jing3 se4,scenery; scene; landscape; view
6,??,jing3 ti4,to be on the alert; vigilant; alert; on guard; to warn
6,??,jing3 zhui1,cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals
5,??,jing4 ai4,respect and love
6,??,jing4 jie4,boundary; state; realm
6,??,jing4 li3,salute
4,??,jing4 ran2,unexpectedly; to one's surprise; in spite of everything; in that crazy way; actually; to go as far as to
6,??,jing4 sai4,race; competition; CL:?|?[ge4]
6,??,jing4 tou2,camera shot (in a movie etc); scene
6,??,jing4 xuan3,to take part in an election; to run for office
4,??,jing4 zheng1,to compete; competition
4,??,jing4 zi5,"mirror; CL:?[mian4],?|?[ge4]"
6,??,jiu1 fen1,a dispute; entanglement (law)
4,??,jiu1 jing4,after all (when all is said and done); actually; outcome; result
6,??,jiu1 zheng4,to correct; to make right
3,?,jiu3,(long) time; (long) duration of time
1,?,jiu3,nine; 9
5,??,jiu3 ba1,bar; pub; saloon; CL:?[jia1]
6,??,jiu3 jing1,alcohol; ethanol CH3CH2OH; ethyl alcohol; also written ??; grain alcohol
2,?,jiu4,at once; right away; only; just (emphasis); as early as; already; as soon as; then; in that case; as many as; even if; to approach; to move towards; to undertake; to engage in; to suffer; subjected to; to accomplish; to take advantage of; to go with (of foods); with regard to; concerning
5,?,jiu4,to save; to assist; to rescue
3,?,jiu4,old; opposite: new ?; former; worn (with age)
5,???,jiu4 hu4 che1,ambulance; CL:?|?[liang4]
6,??,jiu4 ji4,emergency relief; to help the needy with cash or goods
6,??,jiu4 jin4,nearby; in a close neighborhood
5,??,jiu4 jiu5,mother's brother; maternal uncle (informal); CL:?|?[ge4]
6,??,jiu4 ye4,looking for employment; getting a job; to start a career
6,??,jiu4 zhi2,take office; assume a post
6,??,ju1 gong1,to bow
6,??,ju1 liu2,to detain (a prisoner); to keep sb in custody
5,??,ju1 ran2,unexpectedly; to one's surprise; go so far as to
6,??,ju1 shu4,to restrict; to restrain; constrained; awkward; ill at ease; uncomfortable; reticent
6,??,ju1 zhu4,to reside; to dwell; to live in a place; resident in
6,??,ju2 bu4,part; local
6,??,ju2 mian4,aspect; phase; situation
6,??,ju2 shi4,situation; state (of affairs)
6,??,ju2 xian4,limit
5,??,ju2 zi5,"tangerine; CL:?|?[ge4],?[ban4]"
5,?,ju3,to lift; to hold up; to cite; to enumerate; to act; to raise; to choose; to elect
4,??,ju3 ban4,to conduct; to hold
6,??,ju3 dong4,act; action; activity; move; movement
6,??,ju3 jue2,to chew
6,??,ju3 sang4,dispirited; dejected; dismayed
6,????,ju3 shi4 wen2 ming2,(saying) world famous
6,????,ju3 shi4 zhu3 mu4,attract worldwide attention
3,??,ju3 xing2,"to hold (a meeting, ceremony etc)"
6,????,ju3 zu2 qing1 zhong4,a foot's move sways the balance (idiom); to hold the balance of power; to play the decisive role
5,??,ju4 bei4,to possess; to have; equipped with; able to fulfill (conditions or requirements)
6,??,ju4 ben3,"script for play, opera, movie etc; screenplay"
5,??,ju4 da4,huge; immense; very large; tremendous; gigantic; enormous
5,??,ju4 hui4,party; gathering; to meet; to get together
6,????,ju4 jing1 hui4 shen2,to concentrate one's attention (idiom)
4,??,ju4 jue2,to refuse; to decline; to reject
5,???,ju4 le4 bu4,club (i.e. a group or organization); CL:?|?[ge4]
4,??,ju4 li2,distance; to be apart; CL:?|?[ge4]
6,??,ju4 lie4,violent; acute; severe; fierce
5,??,ju4 shuo1,it is said that; reportedly
5,??,ju4 ti3,concrete; definite; specific
6,??,ju4 xi1,according to reports; it is reported (that)
3,??,ju4 zi5,sentence; CL:?|?[ge4]
5,?,juan1,to contribute; to donate; contribution; tax; to abandon
5,?,juan3,to roll up
6,??,jue2 ce4,strategic decision; decision-making; policy decision; to determine policy
2,??,jue2 de5,to think; to feel
3,??,jue2 ding4,"to decide (to do something); to resolve; decision; CL:?|?[ge4],?|?[xiang4]; certainly"
5,??,jue2 dui4,absolute; unconditional
5,??,jue2 sai4,finals (of a competition)
5,??,jue2 se4,persona; character in a novel
