HSK Level,Word,Pronunciation,Definition
4,?,liu2,to leave (eg a message); to retain; to stay; to remain; to keep; to preserve
5,??,liu2 chuan2,to spread; to circulate; to hand down
5,??,liu2 lan3,to skim over; to browse
6,??,liu2 lang4,to drift about; to wander; to roam; nomadic; homeless; unsettled (e.g. population); vagrant
4,??,liu2 lei4,to shed tears
4,??,liu2 li4,fluent
6,??,liu2 lian4,reluctant to leave; to hate to have to go; to recall fondly
6,??,liu2 lu4,to express; to reveal (one's thoughts or feelings)
6,??,liu2 mang2,rogue; hoodlum; gangster; immoral behavior
6,??,liu2 nian4,to keep as a souvenir; to recall fondly
6,??,liu2 shen2,to take care; to be careful
6,??,liu2 tong1,to circulate
4,??,liu2 xing2,to spread; to rage (of contagious disease); popular; fashionable; prevalent; (math.) manifold
4,??,liu2 xue2,to study abroad
1,?,liu4,six; 6
5,?,long2,dragon; CL:?|?[tiao2]; imperial
6,??,long2 ya3,deaf and dumb; deaf-mute; surdimutism
6,??,long2 zhong4,grand; prosperous; ceremonious; solemn
6,??,long3 duan4,enjoy market dominance; monopolize
6,??,long3 zhao4,to envelop; to shroud
3,?,lou2,"house with more than 1 story; storied building; floor; CL:?|?[ceng2],?[zuo4],?|?[dong4]"
6,?,lou3,to hold or embrace in one's arms
5,?,lou4,to leak; to divulge; to leave out by mistake; waterclock or hourglass (old)
6,??,lu2 zao4,stove
2,?,lu4,road; path; way; CL:?|?[tiao2]
5,?,lu4,dew; syrup; nectar; outdoors (not under cover); to show; to reveal; to betray; to expose
5,??,lu4 di4,dry land (as opposed to the sea)
5,??,lu4 qu3,to recruit; to enroll
5,??,lu4 xu4,in turn; successively; one after the other; bit by bit
5,??,lu4 yin1,to record (sound); sound-recording; CL:?|?[ge4]
4,?,luan4,in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary
6,??,lun2 chuan2,steamship; CL:?[sou1]
6,??,lun2 kuo4,an outline; silhouette
5,??,lun2 liu2,to alternate; to take turns
6,??,lun2 tai1,tire; pneumatic tire
6,??,lun4 tan2,forum (for discussion)
5,??,lun4 wen2,paper; treatise; thesis; CL:?[pian1]; to discuss a paper or thesis (old)
6,??,lun4 zheng4,to prove a point; proof; to expound on; demonstrate or prove (through argument)
6,??,luo1 suo5,to grumble
5,??,luo2 ji5,logic (loanword)
6,???,luo2 si1 ding1,screw
6,??,luo4 cheng2,to complete a construction project
5,??,luo4 hou4,to fall behind; to lag (in technology etc); backward; to retrogress
6,??,luo4 shi2,practical; workable; to implement; to carry out; to decide
6,????,luo4 yi4 bu4 jue2,continuously; in an endless stream (idiom)
6,??,lv3 ci4,repeatedly; time and again
6,??,lv3 xing2,to fulfill (one's obligations); to carry out (a task); to implement (an agreement); to perform
2,??,lv3 you2,trip; journey; tourism; travel; tour
3,?,lv4,green
4,??,lv4 shi1,lawyer
6,??,lve4 duo2,to plunder; to rob; also written ??|??
6,??,lve4 wei1,a little bit; slightly
1,??,ma1 ma5,"mama; mommy; mother; CL:?|?[ge4],?[wei4]"
6,??,ma2 bi4,paralysis; palsy; numbness; to benumb
4,??,ma2 fan5,inconvenient; troublesome; to trouble or bother sb; to put sb to trouble
6,??,ma2 mu4,numb; insensitive; apathetic
6,??,ma2 zui4,anesthesia; fig. to poison (sb's mind)
3,?,ma3,horse; abbr. for Malaysia ????|????
4,??,ma3 hu5,careless; sloppy; negligent; skimpy
2,??,ma3 shang4,"at once, right away, immediately; lit. on horseback"
6,??,ma3 tou2,dock; pier; wharf; CL:?|?[ge4]
5,?,ma4,"to scold; abuse; CL:?[tong4],?|?[dun4]"
1,?,ma5,(question tag)
6,?,ma5,(a modal particle)
6,??,mai2 fu2,ambush
6,??,mai2 mo4,oblivion
6,??,mai2 zang4,to bury
1,?,mai3,to buy; to purchase
2,?,mai4,to sell; to betray; to spare no effort; to show off or flaunt
6,?,mai4,take a step
6,??,mai4 bo2,a pulse (both medical and figurative)
5,???,mai4 ke4 feng1,microphone (loanword)
5,??,man2 tou5,steamed roll; steamed bun; steamed bread; CL:?|?[ge4]
6,??,man2 yuan4,to complain
4,?,man3,full; filled; packed; fully; completely; quite; to reach the limit; to satisfy; satisfied; contented; to fill; abbr. for Manchurian
3,??,man3 yi4,satisfied; pleased; to one's satisfaction
5,??,man3 zu2,to satisfy; to meet (the needs of)
2,?,man4,slow
6,??,man4 chang2,very long; endless
6,??,man4 hua4,caricature; cartoon; Japanese manga
6,??,man4 xing4,slow and patient; chronic (disease); slow to take effect (e.g. a slow poison)
6,??,man4 yan2,to extend; to spread
2,?,mang2,busy; hurriedly
6,??,mang2 lu4,busy; bustling
6,??,mang2 mang2,boundless; vast and obscure
6,??,mang2 mu4,blind; aimless
6,??,mang2 ran2,ignorant; to have no knowledge of sth
1,?,mao1,cat; CL:?|?[zhi1]
5,?,mao2,hair; feather; down
5,??,mao2 bing4,fault; defect; shortcomings; CL:?|?[ge4]
5,??,mao2 dun4,contradictory; contradiction; CL:?|?[ge4]
4,??,mao2 jin1,towel; CL:?|?[tiao2]
6,??,mao4 chong1,to feign; to pretend to be; to pass oneself off as
6,??,mao4 sheng4,lush
5,??,mao4 xian3,to take risks; to take chances; foray; adventure
5,??,mao4 yi4,(commercial) trade; CL:?|?[ge4]
3,??,mao4 zi5,hat; cap; CL:?|?[ding3]
1,?,mei2,(negative prefix for verbs); have not; not
6,?,mei2,"classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc"
1,???,mei2 guan1 xi5,it doesn't matter
6,??,mei2 jie4,media; medium
5,??,mei2 mao5,eyebrow; CL:?[gen1]
5,??,mei2 tan4,coal
6,??,mei2 ti3,"media, esp. news media"
6,??,mei2 zhe2,(idiom) unable to solve; no way to escape a problem
2,?,mei3,each; every
6,??,mei3 guan1,pleasing to the eye; beautiful; artistic
4,??,mei3 li4,beautiful
6,??,mei3 man3,happy; blissful
6,??,mei3 miao4,beautiful; wonderful; splendid
5,??,mei3 shu4,art; fine arts; painting; CL:?|?[zhong3]
5,??,mei4 li4,charm; fascination; glamor; charisma
2,??,mei4 mei5,younger sister; fig. younger woman (esp. girl friend or rival); CL:?|?[ge4]
2,?,men2,"gate; door; CL:?[shan4]; gateway; doorway; CL:?|?[ge4]; opening; valve; switch; way to do something; knack; family; house; (religious) sect; school (of thought); class; category; phylum or division (taxonomy); classifier for large guns; classifier for lessons, subjects, branches of technology"
6,??,men2 zhen3,outpatient service
6,?,meng2,drizzle; mist
6,??,meng2 ya2,sprout; germ of a plant
6,??,meng3 lie4,fierce; violent (criticism etc)
4,?,meng4,"dream; CL:?|?[chang2],?|?[ge4]"
6,??,meng4 xiang3,to dream of; to hope in vain
6,?,mi1,to narrow one's eyes; (Dialect) to nap; to take a nap
6,??,mi2 bu3,to complement; to make up for a deficiency
6,??,mi2 huo5,to puzzle; to confuse; to baffle
5,??,mi2 lu4,to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear)
6,??,mi2 man4,"to pervade; to fill the air; diffuse; everywhere present; about to inundate (water); permeated by (smoke); filled with (dust); to saturate (the air with fog, smoke etc)"
6,??,mi2 ren2,fascinating; enchanting; charming; tempting
6,??,mi2 shi1,lost; not knowing one's location
6,??,mi2 xin4,superstition
5,??,mi2 yu3,riddle; conundrum
3,?,mi3,rice; CL:?[li4]; meter (classifier)
1,??,mi3 fan4,(cooked) rice
6,??,mi4 du4,density; thickness
5,??,mi4 feng1,"bee; honeybee; CL:?|?[zhi1],?[qun2]"
6,??,mi4 feng1,seal up
4,??,mi4 ma3,code; secret code; password; pin number
5,??,mi4 mi4,secret; CL:?|?[ge4]
5,??,mi4 qie4,close; familiar; intimate; closely (related); to foster close ties; to pay close attention
5,??,mi4 shu1,secretary
5,??,mian2 hua5,cotton
6,??,mian3 de5,so as not to; so as to avoid
4,??,mian3 fei4,free (of charge)
6,??,mian3 li4,to encourage
6,??,mian3 qiang3,to do with difficulty; to force sb to do sth; reluctant; barely enough
6,??,mian3 yi4,immunity (to disease)
3,??,mian4 bao1,"bread; CL:?[pian4],?[dai4],?|?[kuai4]"
5,??,mian4 dui4,to confront; to face
5,??,mian4 ji1,surface area
5,??,mian4 lin2,to face sth; to be confronted with
6,??,mian4 mao4,appearance; face; features; CL:?|?[ge4]
3,??,mian4 tiao2,noodles
6,??,mian4 zi5,"outer surface; outside; honor; reputation; face (as in ""losing face""); self-respect; feelings; (medicinal) powder"
6,??,miao2 hui4,to describe; to portray
5,??,miao2 tiao2,"slim, slender, graceful"
5,??,miao2 xie3,to describe; to depict; to portray; description
5,?,miao3,second (of time); unit of angle or arc equivalent to one sixtieth of a degree
6,??,miao3 xiao3,minute; tiny; negligible; insignificant
6,??,mie4 shi4,to loathe; to despise; contempt
6,??,mie4 wang2,to be destroyed; to become extinct; to perish; to die out; to destroy; to exterminate
6,??,min2 jian1,among the people; popular; folk; non-governmental; involving people rather than governments
6,??,min2 yong4,(for) civilian use
5,??,min2 zhu3,democracy
4,??,min2 zu2,nationality; ethnic group; CL:?|?[ge4]
6,??,min3 gan3,sensitive; susceptible; politically sensitive (pretext for censorship)
6,??,min3 jie2,nimble; quick; shrewd
6,??,min3 rui4,keen; sharp; acute
3,??,ming2 bai5,clear; obvious; unequivocal; to understand; to realize
6,??,ming2 ci4,position in a ranking of names
6,??,ming2 e2,fixed number of people; quota
6,????,ming2 fu4 qi2 shi2,"not just in name only, but also in reality (idiom)"
6,??,ming2 ming2,obviously; plainly; undoubtedly; definitely
5,??,ming2 pai2,famous brand
5,??,ming2 pian4,(business) card
5,??,ming2 que4,clear-cut; definite; explicit; to clarify; to specify; to make definite
5,????,ming2 sheng4 gu3 ji4,historical sites and scenic spots
1,??,ming2 tian1,tomorrow
5,??,ming2 xian3,clear; distinct; obvious
5,???,ming2 xin4 pian4,postcard
5,??,ming2 xing1,star; celebrity
6,??,ming2 yu4,fame; reputation; honor; honorary; emeritus (of retired professor)
1,??,ming2 zi5,name (of a person or thing); CL:?|?[ge4]
5,??,ming4 ling4,"order; command; CL:?[dao4],?|?[ge4]"
6,??,ming4 ming2,to give a name to; to dub; to christen; to designate; named after; naming
5,??,ming4 yun4,fate; destiny; CL:?|?[ge4]
5,?,mo1,to feel with the hand; to touch; to stroke; to grope; to feel (one's pulse)
6,??,mo1 suo5,to feel about; to grope about; to fumble; to do things slowly
6,?,mo2,membrane; film
6,??,mo2 ca1,friction; rubbing; chafing; fig. disharmony; conflict; same as ??
6,??,mo2 fan4,model; fine example
5,??,mo2 fang3,to imitate; to copy; to emulate; to mimic; model
6,??,mo2 gui3,devil
6,??,mo2 he2,to break in; to wear in
5,??,mo2 hu5,vague; indistinct; fuzzy
6,??,mo2 shi4,mode; method
6,??,mo2 shu4,magic
5,???,mo2 tuo1 che1,"motorbike; motorcycle; CL:?|?[liang4],?[bu4]"
6,??,mo2 xing2,model; mould; matrix; pattern
6,??,mo3 sha1,to erase; to cover traces; to obliterate evidence; to expunge; to blot out; to suppress
6,????,mo4 ming2 qi2 miao4,unfathomable mystery (idiom); subtle and ineffable; unable to make head or tail of it; boring (e.g. movie)
6,??,mo4 mo4,in silence; not speaking
5,??,mo4 sheng1,strange; unfamiliar
6,???,mo4 shui3 r5,ink; CL:?[ping2] 
6,??,mou2 qiu2,to seek; to strive for
5,?,mou3,some; a certain; sb or sth indefinite; such-and-such
6,??,mu2 yang4,look; style; appearance; approximation; about; CL:?|?[ge4]
4,??,mu3 qin1,mother; also pr. with light tone [mu3 qin5]; CL:?|?[ge4]
6,??,mu3 yu3,native language; mother language
5,??,mu4 biao1,target; goal; objective; CL:?|?[ge4]
4,??,mu4 di4,purpose; aim; goal; target; objective; CL:?|?[ge4]
6,??,mu4 du3,to witness; to see at first hand; to see with one's own eyes
6,??,mu4 guang1,sight; vision; view; gaze; look
5,??,mu4 lu4,catalog; table of contents; directory (on computer hard drive); list; contents
5,??,mu4 qian2,at the present time; currently
5,??,mu4 tou5,"slow-witted; blockhead; log (of wood, timber etc); CL:?|?[kuai4],?[gen1]"
6,??,mu4 yu4,to take a bath; to bathe; to immerse
3,?,na2,to hold; to seize; to catch; to apprehend; to take
6,??,na2 shou3,expert in; good at
1,?,na3,how; which
5,??,na3 pa4,even; even if; even though; no matter how
1,??,na3 r5,where?; wherever; anywhere
1,?,na4,"that; those; then (in that case); commonly pr. nei4 before a classifier, esp. in Beijing"
6,???,na4 men4 r5,puzzled; bewildered
1,??,na4 r5,there
3,??,nai3 nai5,(informal) father's mother; paternal grandmother; CL:?[wei4]
4,??,nai4 xin1,patient (adjective)
6,??,nai4 yong4,durable
3,?,nan2,south
3,?,nan2,difficult (to...); problem; difficulty; difficult; not good
4,??,nan2 dao4,don't tell me ...; could it be that...?
6,??,nan2 de2,seldom; rare; hard to come by
5,??,nan2 guai4,(it's) no wonder (that...); (it's) not surprising (that)
3,??,nan2 guo4,feel sorry; be grieved
6,??,nan2 kan1,hard to take; embarrassed
5,??,nan2 kan4,ugly; unsightly
6,??,nan2 mian3,hard to avoid; difficult to escape from
6,????,nan2 neng2 ke3 gui4,rare and commendable; estimable
2,??,nan2 ren2,a man; a male; men; CL:?|?[ge4]
4,??,nan2 shou4,to feel unwell; to suffer pain; to be difficult to bear
5,??,nao3 dai4,"head; skull; brains; mental capability; CL:?|?[ke1],?|?[ge4]"
6,??,nao3 huo3,to get angry; irritated; to annoy; to aggravate; annoying
1,?,ne5,(question particle for subjects already mentioned)
4,?,nei4,inside; inner; internal; within; interior
6,??,nei4 han2,meaning; content; essential properties implied or reflected by a notion; intention; connotation; self-possessed
5,??,nei4 ke1,"medicine; ""internal"" medicine, i.e. treatment by administering drugs, as opposed to surgical intervention ??[wai4 ke1]; medical department"
6,??,nei4 mu4,inside story; non-public information; behind the scenes; internal
4,??,nei4 rong2,"content; substance; details; CL:?|?[ge4],?|?[xiang4]"
6,??,nei4 zai4,intrinsic; innate
5,?,nen4,tender; soft; delicate; light (color); inexperienced; unskilled
1,?,neng2,to be able to; to be capable of; ability; capability; able; capable; can possibly; (usually used in the negative) to have the possibility of
5,??,neng2 gan4,capable; competent
4,??,neng2 li4,capability; capable; able; ability; CL:?|?[ge4]
6,??,neng2 liang4,energy; capabilities
5,??,neng2 yuan2,energy; power source; CL:?|?[ge4]
6,?,?g,(a groaning sound)
1,?,ni3,"you (informal, as opposed to polite ?[nin2])"
6,??,ni3 ding4,to draw up; to draft; to formulate
1,?,nian2,year; CL:?|?[ge4]
5,??,nian2 dai4,a decade of a century (e.g. the Sixties); age; era; period; CL:?|?[ge4]
6,??,nian2 du4,"year (e.g. school year, fiscal year)"
3,??,nian2 ji2,grade; CL:?|?[ge4]
5,??,nian2 ji4,"age; CL:?[ba3],?|?[ge4]"
4,??,nian2 ling2,"(a person's) age; CL:?[ba3],?|?[ge4]"
3,??,nian2 qing1,young
5,?,nian4,"to read; to study (a degree course); to read aloud; to miss (sb); idea; remembrance; twenty (banker's anti-fraud numeral corresponding to ?, 20)"
3,?,niao3,"bird; CL:?|?[zhi1],?[qun2]"
6,?,nie1,to pinch (with one's fingers); to knead; to make up
2,?,nin2,"you (polite, as opposed to informal ?[ni3])"
6,?,ning2,to pinch; wring
6,??,ning2 gu4,to freeze; to solidify; to congeal; fig. with rapt attention
6,??,ning2 ju4,to condense; to coagulate; coacervation (i.e. form tiny droplets); aggregation; coherent
6,??,ning2 shi4,gaze
5,??,ning4 ke3,preferably; one would prefer to...(or not to...); would rather; (would) be better to; (to pick) the lesser of two evils
6,??,ning4 ken3,would rather...; it would be better...; would prefer
6,??,ning4 yuan4,would rather; better
2,??,niu2 nai3,"cow's milk; CL:?[ping2],?[bei1]"
5,???,niu2 zai3 ku4,jeans; CL:?|?[tiao2]; also written ???|???
6,???,niu3 kou4 r5,button
6,??,niu3 zhuan3,to reverse; to turn around (an undesirable situation)
5,?,nong2,concentrated; dense
4,??,nong2 cun1,rural area; village; CL:?|?[ge4]
6,??,nong2 hou4,"dense; thick (fog, clouds etc); to have a strong interest in; deep; fully saturated (color)"
6,??,nong2 li4,the traditional Chinese calendar; the lunar calendar
5,??,nong2 min2,peasant; CL:?|?[ge4]
5,??,nong2 ye4,agriculture; farming
4,?,nong4,to do; to manage; to handle; to play with; to fool with; to mess with; to fix; to toy with
6,??,nu2 li4,slave
3,??,nu3 li4,great effort; to strive; to try hard
4,??,nuan3 huo5,warm; nice and warm
6,?,nuo2,to shift; to move
1,??,nv3 er2,daughter
2,??,nv3 ren2,woman
5,??,nv3 shi4,"lady; madam; CL:?|?[ge4],?[wei4]"
6,??,nve4 dai4,to mistreat; to maltreat; to abuse; mistreatment; maltreatment
6,?,o4,oh; ah
6,??,ou1 da3,to beat up; to come to blows; battery (law)
6,??,Ou1 zhou1,Europe; European
4,??,ou3 er3,occasionally; once in a while; sometimes
5,??,ou3 ran2,incidentally; occasional; occasionally; by chance; randomly
6,??,ou3 tu4,to vomit
6,?,pa1,to lie on one's stomach
3,??,pa2 shan1,to climb a mountain; to mountaineer; hiking; mountaineering
5,?,pai1,to pat; to clap; to slap; fly-swatter; racket; to take (a photograph)
6,??,pai2 chi4,to reject; to exclude; to eliminate; to remove; to repel
6,??,pai2 chu2,to eliminate; to get rid of; to remove
5,??,pai2 dui4,to line up
6,??,pai2 fang4,emission; discharge; exhaust (gas etc)
6,??,pai2 huai2,to dither; to hesitate; to pace back and forth; by ext. to hover around; to linger
4,??,pai2 lie4,array; arrangement; permutation (i.e. ordered choice of n elements out of m)
5,??,pai2 qiu2,volleyball; CL:?|?[ge4]
5,?,pai4,clique; school; group; faction; to dispatch; to send; to assign; to appoint; pi (Greek letter ??); the circular ratio pi = 3.1415926
6,??,pai4 bie2,denomination; group; school; faction; school of thought
6,??,pai4 qian3,to send (on a mission); to dispatch
6,??,pan1 deng1,to climb; to pull oneself up; to clamber; to scale; fig. to forge ahead in the face of hardships and danger
6,??,pan2 xuan2,to spiral; to circle; to go around; to hover; to orbit
3,??,pan2 zi5,tray; plate; dish
6,?,pan4,bank; field-path
4,??,pan4 duan4,to decide; to determine; CL:?|?[ge4]
6,??,pan4 jue2,judgment (by a court of law)
5,??,pan4 wang4,to hope for; look forward to
2,??,pang2 bian1,lateral; side; to the side; beside
6,??,pang2 da4,huge; enormous; tremendous
3,?,pang4,fat; plump
6,??,pao1 qi4,discard; dump; abandon
2,??,pao3 bu4,to walk quickly; to march; to run
6,??,pao4 mo4,foam; (soap) bubble; (economic) bubble
4,?,pei2,to accompany; to keep sb company
5,??,pei2 chang2,to compensate
6,??,pei2 xun4,to cultivate; to train; to groom; training
5,??,pei2 yang3,to train; culture; to bring up; to groom (for a position)
6,??,pei2 yu4,to train; to breed
6,??,pei4 bei4,to allocate; to provide; to outfit with
5,??,pei4 fu2,admire
5,??,pei4 he2,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine
6,??,pei4 ou3,consort; mate; spouse
6,??,pei4 tao4,to form a complete set; coherent
5,?,pen2,"basin; flower pot; unit of volume equal to 12 ? and 8 ?, approx 128 liters; CL:?|?[ge4]"
6,??,pen2 di4,basin (low-lying geographical feature); depression
6,??,peng1 ren4,cooking; culinary arts
1,??,peng2 you5,"friend; CL:?|?[ge4],?[wei4]"
6,?,peng3,to clasp; to cup the hands; to hold up with both hands; to offer (esp. in cupped hands); to praise; to flatter
5,??,peng4 jian4,to run into; to meet (unexpectedly); to bump into
5,?,pi1,"to ascertain; to act on; to criticize; to pass on; classifier for batches, lots, military flights; tier (for the ranking of universities and colleges)"
5,?,pi1,to drape over one's shoulders; to open; to unroll; to split open; to spread out
6,?,pi1,"to hack; to chop; to split open; see ??|??, onomat. for crack, slap, clap, clatter etc"
6,??,pi1 fa1,wholesale; bulk trade; distribution
6,??,pi1 pan4,criticize; CL:?|?[ge4]
4,??,pi1 ping2,to criticize; criticism; CL:?|?[ge4]
5,??,pi1 zhun3,to approve; to ratify
6,??,pi2 bei4,beaten; exhausted; tired
4,??,pi2 fu1,skin; CL:?|?[zhong3]
6,??,pi2 ge2,leather; CL:?|?[zhang1]
3,??,pi2 jiu3,"beer; CL:?[bei1],?[ping2],?[guan4],?[tong3],?[gang1]"
6,??,pi2 juan4,to tire; tired
5,??,pi2 lao2,fatigue; wearily; weariness; weary
6,??,pi2 qi5,temperament; disposition; temper; CL:?|?[ge4]
5,??,pi2 xie2,leather shoes
5,?,pi3,"ordinary person; classifier for horses, mules etc; classifier for cloth: bolt"
6,??,pi4 gu5,buttocks; bottom; ass
6,??,pi4 ru2,for example; for instance; such as
4,?,pian1,"sheet; piece of writing; bound set of bamboo slips used for record keeping (old); classifier for written items: chapter, article"
6,??,pian1 cha1,bias; deviation
6,??,pian1 jian4,prejudice
6,??,pian1 pi4,remote; desolate; far from the city
6,??,pian1 pian1,(indicates that sth turns out just the opposite of what one would expect or what would be normal); unfortunately; against expectations
2,??,pian2 yi5,small advantages; to let sb off lightly; cheap; inexpensive
5,?,pian4,"thin piece; flake; a slice; film; TV play; to slice; to carve thin; partial; incomplete; one-sided; classifier for slices, tablets, tract of land, area of water; classifier for CDs, movies, DVDs etc; used with numeral ?[yi1]: classifier for scenario, scene, feeling, atmosphere, sound etc"
4,?,pian4,to cheat; to swindle; to deceive; to fool; to hoodwink; to trick
6,??,pian4 duan4,fragment (of speech etc); extract (from book etc); episode (of story etc)
6,??,pian4 ke4,short period of time; a moment
5,??,pian4 mian4,unilateral; one-sided
5,?,piao1,to float
6,??,piao1 fu2,"to float; to hover; to drift (also fig., to lead a wandering life); to rove; showy; superficial"
6,??,piao1 yang2,wave; flutter; fly
2,?,piao4,ticket; ballot; bank note; CL:?|?[zhang1]; person held for ransom; amateur performance of Chinese opera; classifier for shipments and business transactions (topolect)
1,??,piao4 liang5,pretty; beautiful
6,??,pin1 bo2,to struggle; to wrestle
6,??,pin1 ming4,to do one's utmost; with all one's might; at all costs; (to work or fight) as if one's life depends on it
5,??,pin2 dao4,frequency; (television) channel
6,??,pin2 fa2,lack; incomplete
6,??,pin2 fan2,frequently; often
6,??,pin2 kun4,impoverished; poverty
6,??,pin2 lv4,frequency
6,??,pin3 chang2,to taste a small amount; to sample
6,??,pin3 de2,moral character
6,??,pin3 xing2,behavior; moral conduct
6,??,pin3 zhi4,quality
5,??,pin3 zhong3,breed; variety; CL:?|?[ge4]
4,???,ping1 pang1 qiu2,table tennis; ping-pong; ping pong; table tennis ball; CL:?|?[ge4]
5,?,ping2,"to lean against; to rely on; on the basis of; no matter (how, what etc); proof"
5,?,ping2,flat; level; equal; to tie (make the same score); to draw (score); calm; peaceful; see also ??|??[ping2 sheng1]
5,??,ping2 chang2,ordinary; common; usually; ordinarily
5,??,ping2 deng3,equal; equality
6,??,ping2 fan2,commonplace; ordinary; mediocre
5,??,ping2 fang1,"square (as in square foot, square mile, square root)"
6,??,ping2 gu1,to evaluate; to assess; assessment; evaluation
1,??,ping2 guo3,"apple; CL:?|?[ge4],?|?[ke1]"
5,??,ping2 heng2,balance; equilibrium
5,??,ping2 jia4,to evaluate; to assess
5,??,ping2 jing4,tranquil; undisturbed; serene
5,??,ping2 jun1,average
6,??,ping2 lun4,to comment on; to discuss; comment; commentary; CL: ?[pian1]
6,??,ping2 mian4,plane (flat surface); print media
4,??,ping2 shi2,in normal times; in peacetime
6,??,ping2 tan3,level; even; smooth; flat
6,??,ping2 xing2,parallel; of equal rank; simultaneous
6,??,ping2 yuan2,field; plain; CL:?|?[ge4]
6,??,ping2 zhang4,protective screen
4,??,ping2 zi5,bottle; CL:?|?[ge4]
6,?,po1,slope; CL:?|?[ge4]
6,?,po1,to splash; to spill; rough and coarse; brutish
6,?,po1,very; considerably
4,?,po4,"broken; damaged; worn out; to break, split or cleave; to get rid of; to destroy; to break with; to defeat; to capture (a city etc); to expose the truth of"
6,????,po4 bu4 ji2 dai4,impatient (idiom); in a hurry; itching to get on with it
5,??,po4 chan3,to go bankrupt; to become impoverished; bankruptcy
6,??,po4 hai4,to persecute; persecution
5,??,po4 huai4,destruction; damage; to wreck; to break; to destroy
6,??,po4 li4,to make an exception
6,??,po4 li4,courage; daring; boldness; resolution; drive
5,??,po4 qie4,urgent; pressing
6,?,pu1,to assault; to pounce; to rush at sth; to throw oneself on
6,?,pu1,to spread; to extend; to pave; to lay
3,??,pu2 tao5,grape
4,??,pu3 bian4,universal; general; widespread; common
6,??,pu3 ji2,popular; to popularize; universal; ubiquitous; pervasive
6,??,pu3 shi2,plain; simple; guileless; down-to-earth; sincere and honest
5,??,pu3 su4,plain and simple; unadorned; simple living; not frivolous
3,???,pu3 tong1 hua4,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech
6,??,pu4 bu4,waterfall
1,?,qi1,seven; 7
5,??,qi1 dai4,to look forward to; to await; expectation
6,??,qi1 fu5,to bully
5,??,qi1 jian1,period of time; time; time period; period; CL:?|?[ge4]
6,??,qi1 liang2,desolate
6,??,qi1 pian4,to deceive; to cheat
6,??,qi1 wang4,hope; expectation
6,??,qi1 xian4,time limit; deadline; allotted time
2,??,qi1 zi5,wife; CL:?|?[ge4]
3,?,qi2,to ride (an animal or bike); to sit astride
4,??,qi2 ci4,next; secondly
3,??,qi2 guai4,strange; odd
5,??,qi2 ji4,miracle; miraculous; wonder; marvel
6,??,qi2 miao4,fantastic; wonderful
6,??,qi2 pao2,Chinese-style dress; cheongsam
6,??,qi2 quan2,complete
3,??,qi2 shi2,"actually, in fact, really"
6,??,qi2 shi4,to discriminate against; discrimination
3,??,qi2 ta1,other; the others; else; other than (that person); in addition to the person mentioned above
6,????,qi2 xin1 xie2 li4,to work with a common purpose (idiom); to make concerted efforts; to pull together; to work as one
5,??,qi2 yu2,the rest; the others; remaining; remainder; apart from them
6,??,qi2 zhi4,ensign; flag
4,??,qi2 zhong1,among; in; included among these
6,??,qi3 cao3,draft (a bill); draw up (plans)
6,??,qi3 cheng2,to set out on a journey
6,??,qi3 chu1,originally; at first; at the outset
2,??,qi3 chuang2,to get up
5,??,qi3 fa1,to enlighten; to explain and arouse interest; to inspire; inspiration; heuristic (attributively); to teach; CL:?|?[ge4]
4,??,qi3 fei1,to take off (in an airplane)
6,??,qi3 fu2,to move up and down; to undulate; ups and downs
6,??,qi3 gai4,beggar
6,??,qi3 hong4,to heckle; rowdy jeering; to create a disturbance
5,??,qi3 lai2,beginning or continuing an action; upward movement; stand up
6,??,qi3 ma3,at the minimum; at the very least
6,??,qi3 shi4,enlightenment; revelation; apocalypse
6,??,qi3 shi4,"announcement (written, on billboard, letter, newspaper or website); to post information; a notice"
5,??,qi3 tu2,attempt; CL:?|?[zhong3]
5,??,qi3 ye4,company; firm; enterprise; corporation; CL:?[jia1]
6,??,qi3 yi4,uprising; insurrection; revolt
6,????,qi3 you3 ci3 li3,how can this be so? (idiom); preposterous; ridiculous; absurd
6,??,qi3 yuan2,origin; to originate; to come from
6,??,qi4 cai2,equipment; material
5,??,qi4 fen1,atmosphere; mood
6,??,qi4 gai4,lofty quality; mettle; spirit
6,??,qi4 gong1,"qigong, a system of deep breathing exercises"
6,??,qi4 guan1,organ (part of body tissue); apparatus
4,??,qi4 hou4,climate; atmosphere; situation; CL:?|?[zhong3]
6,????,qi4 jin1 wei2 zhi3,so far; up to now; still (not)
6,??,qi4 po4,spirit; boldness; positive outlook; imposing attitude
6,??,qi4 se4,complexion
6,??,qi4 shi4,momentum; manner; energy; look of great force or imposing manner; powerful
6,??,qi4 wei4,odor; scent
6,??,qi4 xiang4,meteorological feature; CL:?|?[ge4]; meteorology; atmosphere or scene
6,??,qi4 ya1,atmospheric pressure; barometric pressure
5,??,qi4 you2,gas; gasoline; CL:?[sheng1]
6,?,qia1,to pick (flowers); to pinch; to clutch; (slang) to fight
